simulation,subject,group_id,question_id,source_file,source_exam,source_question,answer,answer_source,difficulty,solution_status,shared_context,pages,question_text
simulacro-2,Lectura Crítica,EXT-reading2019-24-24,reading2019:24,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,24,C,official,Fácil,enhanced_guided,False,assets/pages/expanded/reading2019/p018.jpg | assets/pages/expanded/reading2019/p019.jpg,"19 Prueba de lectura crítica Considere el siguiente enunciado: No me di cuenta de que no era científico discutir sobre el comportamiento en términos de motivación o propósito. ¿Qué prejuicio cuestiona la autora por medio del enunciado anterior? A. Los animales tienen mente y, por tanto, deben tratarse como seres con personalidades o emociones. B. La etología es una ciencia “dura” que se esfuerza por mantener a raya las explicaciones subjetivas. C. Las explicaciones científicas sobre el comportamiento no deben tener en cuenta la intención al explicar la conducta. D. La variabilidad entre animales individuales es un hecho contingente que la etología no debe considerar. 24. Tomado de: Barrero, Tomás y Henao, Alejandro (2014). Historia de un olvido. Bogotá: Editorial Dendros. RESPONDA LA PREGUNTA 25 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN"
simulacro-2,Lectura Crítica,EXT-reading2019-25-25,reading2019:25,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,25,B,official,Fácil,enhanced_guided,False,assets/pages/expanded/reading2019/p019.jpg | assets/pages/expanded/reading2019/p020.jpg,"¿Cuál de los siguientes enunciados se contradice con la tesis central del texto? A. No todo se divide entre lo que depende y lo que no depende de nosotros. B. Alejarnos de alguien no depende de nosotros mismos. C. La mente de un filósofo funciona de la misma manera que su cuerpo. D. El juicio y el deseo no dependen de nosotros. 25. A mucha gente le gusta ver en los cuadros lo que también le gustaría ver en la realidad. Se trata de una preferencia perfectamente comprensible. A todos nos atrae lo bello en la naturaleza y agradece- mos a los artistas que lo recojan en sus obras. Esos mismos artistas no nos censurarían por nuestros gustos. Cuando el gran artista flamenco Rubens dibujó a su hijo, estaba orgulloso de sus agradables acciones y deseaba que también nosotros admiráramos al pequeño. Pero esta inclinación a los temas bonitos y atractivos puede convertirse en nociva si nos conduce a rechazar obras que representan asuntos menos agradables. El gran pintor alemán Alberto Durero seguramente dibujó a su madre con tanta devoción y cariño como Rubens a su hijo. Su verista estudio de la vejez y la decrepitud puede producirnos tan viva impresión que nos haga apartar los ojos de él y, sin embargo, si reaccionamos contra esta primera aversión, quedaremos recompensados con creces, pues el dibujo de Durero, en su tremenda sinceridad, es una gran obra. En efecto, de pronto descubrimos que la hermosura de un cuadro no reside realmente en la belleza de su tema. No sé si los golfillos que el pintor español Murillo se complacía en pintar eran estrictamente bellos o no, pero tal como fueron pintados por él, poseen desde luego gran encanto. RESPONDA LAS PREGUNTAS 26 A 28 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN Tomado de: Gombrich, E. H. (2003). La historia del arte. Madrid: Random House Mondadori."
simulacro-2,Lectura Crítica,EXT-reading2019-26-28,reading2019:26,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,26,C,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p020.jpg,"En el texto, el autor hace referencia a Rubens para mostrar que A. a todos nos atrae lo bello y por fortuna el arte lo recoge en la pintura. B. el público siempre exige que el artista refleje la realidad en los cuadros. C. algunos artistas plasman en sus obras lo que nos gusta ver en la realidad. D. la inclinación en el arte por los temas bonitos y atractivos es bastante nociva. 26."
simulacro-2,Lectura Crítica,EXT-reading2019-29-33,reading2019:29,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,29,A,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p021.jpg | assets/pages/expanded/reading2019/p022.jpg,"21 Prueba de lectura crítica ¿Cuál de las siguientes afirmaciones contradice las ideas que presenta el autor? A. Algunas personas actúan justamente a pesar de poder actuar de manera injusta. B. La injusticia, contrariamente a la justicia, es natural en el ser humano. C. Actuar con justicia brinda menos ventajas que hacerlo con injusticia. D. La injusticia, contrariamente a la justicia, se comete voluntariamente. 29."
simulacro-2,Lectura Crítica,EXT-reading2019-34-41,reading2019:35,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,35,D,official,Media,enhanced_guided,True,assets/pages/expanded/reading2019/p023.jpg | assets/pages/expanded/reading2019/p024.jpg | assets/pages/expanded/reading2019/p025.jpg,23 Prueba de lectura crítica La función del conector “sin embargo” del penúltimo párrafo es A. introducir un nuevo tema de reflexión. B. negar información suministrada previamente. C. agregar nuevos detalles acerca de lo dicho anteriormente. D. contrastar la información anterior sin llegar a invalidarla. 35.
simulacro-2,Lectura Crítica,EXT-reading2019-34-41,reading2019:36,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,36,C,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p023.jpg | assets/pages/expanded/reading2019/p024.jpg | assets/pages/expanded/reading2019/p025.jpg,"La palabra “dote” del segundo párrafo puede remplazarse, sin que la frase pierda su significado, por A. ahorros de la futura esposa B. dinero de los familiares C. aporte patrimonial D. ceremonia matrimonial 36."
simulacro-2,Lectura Crítica,EXT-reading2019-34-41,reading2019:37,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,37,D,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p023.jpg | assets/pages/expanded/reading2019/p024.jpg | assets/pages/expanded/reading2019/p025.jpg,El tercer párrafo del texto A. presenta un paralelo entre las concepciones del amor y el matrimonio en la China tradicional y en Occidente. B. demuestra que en China el enamoramiento entre esposos era una amenaza al respeto y la solidaridad de la familia. C. sintetiza las razones por las cuales en algunas culturas el enamoramiento y el matrimonio se consideran incompatibles. D. provee un ejemplo de que la asociación entre el amor y el matrimonio no es algo propio de todos los tiempos y culturas. 37.
simulacro-2,Lectura Crítica,EXT-reading2019-34-41,reading2019:41,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,41,C,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p023.jpg | assets/pages/expanded/reading2019/p024.jpg | assets/pages/expanded/reading2019/p025.jpg,"25 Prueba de lectura crítica De acuerdo con el texto, ¿qué se puede concluir acerca del matrimonio? A. Que es una institución que tiene únicamente propósitos económicos y políticos. B. Que es la base de la familia en culturas tan diversas y complejas como las nuestras. C. Que es una institución que varía dependiendo del contexto histórico y social. D. Que es un pacto entre dos individuos que debe basarse en el amor y la confianza. RESPONDA LAS PREGUNTAS 42 A 49 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN 41."
simulacro-2,Lectura Crítica,EXT-reading2019-42-49,reading2019:45,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,45,C,official,Media,enhanced_guided,True,assets/pages/expanded/reading2019/p025.jpg | assets/pages/expanded/reading2019/p026.jpg | assets/pages/expanded/reading2019/p027.jpg,"De la información del cuadro inferior izquierdo, donde se presentan estadísticas sobre la cantidad relativa de muertes por accidentes de tránsito en función de la región, se puede inferir A. cuáles son los países donde menos se utilizan vehículos motorizados. B. que en el Pacifico y en Asia hay el mismo número de muertes por accidentes de tránsito. C. cuál es el riesgo de morir en un accidente de tránsito según la zona geográfica. D. cuáles son las zonas geográficas en donde se requiere un mejoramiento de las vías. 45."
simulacro-2,Lectura Crítica,EXT-reading2019-42-49,reading2019:49,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,49,C,official,Fácil,enhanced_guided,True,assets/pages/expanded/reading2019/p025.jpg | assets/pages/expanded/reading2019/p026.jpg | assets/pages/expanded/reading2019/p027.jpg,"27 Prueba de lectura crítica De acuerdo con el contenido de la información presentada, ¿a cuál de los siguientes contextos se adecuaría mejor la infografía? A. Una protesta ecológica en contra del uso de vehículos motorizados. B. Una exposición sobre el transporte público como alternativa de movilidad. C. Una campaña diseñada para promover la adquisición de seguros de vida. D. Un estudio sobre asesinatos según el género y la condición socioeconómica. 49."
simulacro-1,Matemáticas,MAT-math2026-main-01-01,math2026:main:01,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,1,B,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p006.jpg,"Pregunta 1 Cuatro cursos, cada uno con igual número de estudiantes, presentan anualmente una prueba de matemáticas. La tabla muestra el puntaje promedio obtenido por cada curso. Promedios de los puntajes en el examen por cursos Curso I II III IV Promedio año anterior 63 61 50 53 Promedio año actual 65 45 53 54 Al revisar los puntajes de la tabla, una persona afirma que hubo un aumento en el puntaje respecto al año anterior. Esta afirmación es A. Correcta, ya que el promedio de la mayoría de los cursos aumentó respecto al año anterior. B. Incorrecta, ya que el promedio total en el año anterior es superior al promedio total en el año actual. C. Correcta, ya que al observar todos los promedios, el mayor corresponde al curso I en el año actual. D. Incorrecta, ya que se necesita el puntaje de cada estudiante para realizar la comparación."
simulacro-1,Matemáticas,MAT-math2026-main-03-03,math2026:main:03,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,3,B,official,Difícil,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg,"7 Pregunta 3 Las directivas de un colegio tienen que organizar un viaje a un museo con 140 estudiantes, quienes deben dividirse en 3 grupos. Cada grupo irá en una franja diferente, pero el costo total de las entradas se asumirá equitativamente por los estudiantes. En la tabla se muestran los horarios disponibles, la máxima cantidad de estudiantes y los precios respectivos de cada horario. Franja Horario Cantidad máxima de estudiantes Precio entrada por estudiante 1 8:00 - 10:00 50 $ 35.000 2 10:00 - 12:00 40 $ 40.000 3 12:00 - 14:00 30 $ 50.000 4 14:00 - 16:00 60 $ 45.000 Con el fin de que todos los estudiantes asistan y paguen el menor precio, las directivas eligieron las franjas 1, 3 y 4. ¿Esta elección garantiza que asistan todos los estudiantes al menor precio posible? A. Sí, porque esas franjas suman exactamente 140 estudiantes. B. No, porque es posible obtener un precio menor eligiendo la franja 2 en lugar de la franja 3. C. Sí, porque se incluyó la franja 1 que es la de menor precio por estudiante. D. No, porque en la franja 3 la cantidad máxima de estudiantes es 30. RESPONDE LAS PREGUNTAS 4 A 6 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN Para capacitar en informática básica a los trabajadores de algunas dependencias de una empresa, se contrata una institución que ofrece un plan educativo de 4 módulos (ver Tabla). Capacitación en informática básica Módulo Nombre del módulo Intensidad horaria Valor por hora I Fundamentación 40 h $ 35.000 II Procesador de texto 30 h $ 30.000 III Hoja de cálculo 40 h $ 40.000 IV Presentación con diapositivas 10 h $ 45.000 La capacitación de cada módulo se hace con cursos de mínimo 20 y máximo 30 personas, de la misma dependencia."
simulacro-1,Matemáticas,MAT-math2026-main-04-06,math2026:main:04,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,4,C,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p008.jpg,"Pregunta 4 La empresa pagará $4.200.000 por capacitar a los trabajadores de la dependencia “Insumos” en el módulo I, ¿cuántos empleados tiene esta dependencia? A. Entre 20 y 30 trabajadores. B. Entre 41 y 60 trabajadores. C. Entre 61 y 90 trabajadores. D. Entre 80 y 120 trabajadores."
simulacro-1,Matemáticas,MAT-math2026-main-04-06,math2026:main:05,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,5,B,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p008.jpg,"Pregunta 5 Si se les cobrara a los 50 trabajadores de la dependencia “Recursos Humanos” la capacitación del módulo II, y todos pagaran el mismo valor, ¿cuánto debería pagar cada uno por esa capacitación? A. $ 18.000 B. $ 36.000 C. $ 450.000 D. $ 900.000"
simulacro-1,Matemáticas,MAT-math2026-main-04-06,math2026:main:06,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,6,D,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p008.jpg,"8 Pregunta 6 La empresa paga $ 900.000 por la capacitación de los 40 funcionarios de la dependencia “Importaciones”. De acuerdo con el valor pagado, ¿cuál de los siguientes módulos corresponde al tomado por la dependencia ""Importaciones""? A. I. B. II. C. III. D. IV."
simulacro-1,Matemáticas,MAT-math2026-main-07-07,math2026:main:07,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,7,C,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p009.jpg,"Pregunta 7 La figura muestra el portalápices de Eliécer. Él sabe que es posible colocar un caucho de 18 cm de perímetro alrededor de la base sin estirarlo, pero a medida que sube el caucho por el portalápices, este se estira hasta que, en la boca del portalápices, su perímetro es 24 cm. El portalápices tiene base y boca cuadrada, por lo cual Eliécer afirma: “Como los perímetros de la base y la boca del portalápices están en relación = , el área de la base debe ser también tres cuartas partes del área de la boca del portalápices”. ¿Es verdadera esta afirmación? A. No, porque la medición se realiza con el mismo caucho y, por tanto, las áreas de la base y la boca deben ser iguales. B. Sí, porque el caucho se estira dependiendo del área que encierre, por lo que las relaciones de las áreas y los perímetros son iguales. C. No, porque la relación obtenida se cumple para las longitudes de los lados, pero al calcular las áreas, la razón obtenida se eleva al cuadrado. D. Sí, porque como las figuras son semejantes, todas sus medidas deben tener la misma razón que los perímetros. Caucho estirado, en la boca del portalápices. Caucho sin estirar, en la base del portalápices. 18 24 3 4"
simulacro-1,Matemáticas,MAT-math2026-main-08-08,math2026:main:08,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,8,C,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p009.jpg,"9 Pregunta 8 Un grupo de montañistas sabe que cada vez que aumenta la altitud en 100 m, la temperatura disminuye en 1 °C. Si el grupo se encuentra a una altitud de 1.000 m, donde la temperatura es de 20 °C, ¿cuál de las siguientes expresiones les permite determinar la temperatura que habrá cuando se encuentren a 4.000 m de altitud? A. Temperatura = + 10 B. Temperatura = − Altitud × 100 + 30 C. Temperatura = − + 30 D. Temperatura = Altitud × 100 + 10 Altitud 100 Altitud 100"
simulacro-1,Matemáticas,MAT-math2026-main-09-13,math2026:main:09,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,9,C,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p010.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p011.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p012.jpg,"10 RESPONDE LAS PREGUNTAS 9 A 13 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN Para transportar mango y banano desde un pueblo cercano a dos ciudades, W y Z, un comerciante utiliza tres (3) camiones con capacidad de 5 toneladas cada uno; por cada camión contrata dos trabajadores en cada viaje. El comerciante compra a $ 400.000 la tonelada de banano y a $ 500.000, la de mango. En la tabla se muestra el precio de venta por tonelada de cada producto y los gastos de transporte y de trabajadores para cada ciudad. Ciudad Precio de venta tonelada de banano Precio de venta tonelada de mango Costo transporte por camión Pago por trabajador por viaje W $ 1.000.000 $ 1.300.000 $ 150.000 $ 180.000 Z $ 1.200.000 $ 1.350.000 $ 180.000 $ 200.000 Pregunta 9 Una persona afirma que para el comerciante es más rentable vender 6 toneladas de mango en la ciudad Z que en la ciudad W. ¿Por qué la afirmación de esta persona es correcta? A. Porque el dinero recibido en la venta del producto en la ciudad Z es mayor que el recibido en la ciudad W. B. Porque la diferencia entre el precio de venta por tonelada es mayor que la diferencia entre el costo de transporte por camión. C. Porque la diferencia entre las ventas totales en cada ciudad es mayor que la diferencia entre los gastos totales. D. Porque el dinero total gastado en empleados y transporte es mayor en la ciudad W que en la ciudad Z."
simulacro-1,Matemáticas,MAT-math2026-main-09-13,math2026:main:10,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,10,C,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p010.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p011.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p012.jpg,"Pregunta 10 Los tres (3) camiones se cargan con 5 toneladas de banano cada uno para venderse en la ciudad W. El comerciante necesita conocer la ganancia al hacer este negocio, ejecutando el siguiente procedimiento: Paso 1. Halla el número de toneladas de banano que hay en los 3 camiones. Paso 2. Halla la diferencia entre el precio de venta de una tonelada de banano en la ciudad W y el precio de compra. Paso 3. Multiplica los valores hallados en los pasos 1 y 2. Paso 4. Encuentra los costos totales de transporte y le suma el pago total de los trabajadores en los tres viajes. Paso 5. Halla la diferencia entre el valor obtenido en el paso 3 y el paso 4. ¿Cuál es la ganancia que obtiene el comerciante? A. $ 5.670.000 B. $ 5.970.000 C. $ 7.470.000 D. $ 8.010.000"
simulacro-1,Matemáticas,MAT-math2026-main-09-13,math2026:main:11,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,11,B,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p010.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p011.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p012.jpg,"11 Pregunta 11 Para diciembre, el comerciante decidió que por cada 5 toneladas del producto transportado en camión y vendido en alguna de las ciudades, cada uno de los dos empleados necesarios por camión recibirá un bono de 0,3 % del dinero recibido en la venta de esas 5 toneladas. En ese mes, dos empleados transportaron y vendieron 47 toneladas de mango a la ciudad W. Para hallar el bono recibido por cada uno de ellos, se ejecutó el siguiente procedimiento: Paso 1. Se dividió el número de toneladas vendidas entre 5 y se halló su residuo. Paso 2. Se restó del número de toneladas vendidas, el valor obtenido en el paso 1. Paso 3. Se multiplicó el valor obtenido en el paso 2 por el valor de venta de la tonelada del producto. Paso 4. Al valor obtenido en el paso 3, se le sacó el 0,3 %. ¿De que valor fue, aproximadamente, el bono recibido por cada empleado? A. 526.000 pesos. B. 175.000 pesos. C. 148.000 pesos. D. 87.000 pesos."
simulacro-1,Matemáticas,MAT-math2026-main-09-13,math2026:main:13,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,13,D,official,Difícil,enhanced_guided,True,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p010.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p011.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p012.jpg,"12 Pregunta 13 Durante enero, el comerciante vendió 100 toneladas de mango y 50 de banano, y contrató 10 trabajadores. ¿Qué se puede determinar con esta información? A. La ganancia de los productores. B. El pago que recibirá cada trabajador en enero. C. Los costos totales del comerciante. D. El número mínimo de viajes que se realizaron desde el pueblo."
simulacro-1,Matemáticas,MAT-math2026-main-14-14,math2026:main:14,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,14,B,official,Fácil,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p013.jpg,"Pregunta 14 Si en un rectángulo se aumenta la longitud de uno de sus lados en 100 %, ¿Qué se puede concluir de su área? A. Aumenta en un 50 %. B. Se duplica. C. No cambia. D. Aumenta en 100 unidades."
simulacro-1,Matemáticas,MAT-math2026-main-15-15,math2026:main:15,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,15,C,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p013.jpg,"13 Pregunta 15 Las sombras proyectadas por dos postes paralelos de 10 metros y 5 metros se muestran en la figura. El ángulo entre la acera horizontal y la sombra del poste 1 es α = 30º. De acuerdo con esto, se puede afirmar que el ángulo entre la acera horizontal y la sombra del poste 2 es A. β = 5°. B. β = 15°. C. β = 30°. D. β = 60°. Figura 10 metros 5 metros Poste 1 Poste 2 = 30¼ °"
simulacro-1,Matemáticas,MAT-math2026-main-16-16,math2026:main:16,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,16,D,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p014.jpg,"Pregunta 16 Una escuela de natación cuenta con un total de 16 estudiantes. Para las clases se usan 2 piscinas con distinta profundidad. Por seguridad, las personas con una estatura inferior a 1,80 m se envían a la piscina menos profunda, y las demás, a la más profunda. Un día, el director de la escuela escucha que el promedio de estatura de las 16 personas es 1,70 m e insiste en aumentar la cantidad de alumnos para que el promedio sea 1,80 m, afirmando que de esta manera se logrará igualar la cantidad de personas en las dos piscinas. ¿Por qué es errónea la afirmación del director? A. Porque las 16 personas se encuentran actualmente en la piscina menos profunda. El director de la escuela debe aceptar otros 16 alumnos con una estatura superior a 1,80 m. B. Porque con el promedio es imposible determinar la cantidad de personas en las piscinas. Es necesario utilizar otras medidas, como la estatura máxima o mínima de las personas, en lugar de esta. C. Porque incrementar el promedio a 1,80 m es insuficiente. El director de la escuela debe aceptar más estudiantes con una altura de 1,80 m hasta que la cantidad de alumnos sea igual en ambas piscinas. D. Porque aunque el promedio de estatura de las 16 personas sea inferior a 1,80 m, no significa que la cantidad de personas en las piscinas sea diferente."
simulacro-1,Matemáticas,MAT-math2026-main-17-17,math2026:main:17,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,17,D,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p014.jpg,"14 Pregunta 17 La longitud de las aristas de la caja de la figura son l, a y h. ¿Cuál de las siguientes expresiones determina la longitud total de las aristas de la caja? A. lah B. 4lah C. l + a + h D. 4l + 4a + 4h Figura l a h"
simulacro-1,Matemáticas,MAT-math2026-main-18-18,math2026:main:18,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,18,C,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p015.jpg,"Pregunta 18 Un barco navega entre dos faros, ubicados en la parte inferior de la figura. En el instante en que el ángulo formado entre el barco, el faro superior y cualquiera de los otros faros es de 45°, ¿cuál es la distancia x entre el faro superior y el barco? A. x = B. x = C. x = D. x = 1 x Faro superior 2 45º 75º 60º 30º 45º 2 sen(30º) sen(45º) 2 sen(60º) sen(45º) sen(60º) sen(75º) sen(30º) sen(60º)"
simulacro-1,Matemáticas,MAT-math2026-main-19-19,math2026:main:19,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,19,B,official,Fácil,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p015.jpg,"15 Pregunta 19 En una feria robótica, el robot P y el robot Q disputan un juego de tenis de mesa. En el momento que el marcador se encuentra 7 a 2 a favor del robot P, estos se reprograman de tal forma que por cada 2 puntos que anota el robot P, el robot Q anota 3. ¿Cuál de las siguientes ecuaciones permite determinar cuándo igualará en puntos el robot Q al robot P? A. x = 0. Donde x es la cantidad de puntos que anotará P. B. 7 + x = x + 2. Donde x es la cantidad de puntos que anotará P. C. 7 + 3x = 2 + 2y. Donde x es la cantidad de puntos que anotará P, y y es la cantidad de puntos que anotará Q. D. x + y = 7 + 2. Donde x es la cantidad de puntos que anotará P, y y es la cantidad de puntos que anotará Q. 3 2 3 2"
simulacro-1,Matemáticas,MAT-math2026-main-20-20,math2026:main:20,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,20,A,official,Fácil,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p016.jpg,"Pregunta 20 La tabla presenta la información sobre el gasto en publicidad y las ganancias de una empresa durante los años 2020 a 2022. Año Gasto en publicidad* Ganancia obtenida* 2020 200 8.000 2021 280 10.400 2022 250 9.500 *Datos en millones de pesos. ¿Cuál es la función que representa la ganancia obtenida G, en millones de pesos, en función del gasto en publicidad p? A. G(p) = 30p + 2.000 B. G(p) = 10p C. G(p) = 40p D. G(p) = 40p − 800"
simulacro-1,Matemáticas,MAT-math2026-main-21-21,math2026:main:21,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,21,A,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p016.jpg,"16 Pregunta 21 En una tienda se venden mesas a $ 40.000 y sillas a $ 20.000. El dueño de la tienda olvidó registrar la cantidad total de mesas y sillas que se vendieron, pero sabe que los ingresos por ventas del mes fueron de $ 1.400.000 y que se vendieron 3 veces más sillas que mesas. Para determinar la cantidad vendida de cada artículo, siendo M la cantidad de mesas y S la de sillas vendidas, representó la información con las siguientes ecuaciones: Ecuación 1. 40.000M + 20.000S = 1.400.000 Ecuación 2. M = 3S ¿Las ecuaciones representan correctamente la situación? A. No, porque aunque la ecuación 1 relaciona cada precio con la variable adecuada de forma correcta, la ecuación 2 significa que se venden 3 veces más mesas que sillas. B. Sí, porque la ecuación 1 relaciona cada precio con la variable adecuada y la ecuación 2 tiene en cuenta que la cantidad de sillas es 3 veces mayor que la de mesas. C. No, porque aunque la ecuación 2 tiene en cuenta que la cantidad de sillas es 3 veces mayor que la de mesas, en la ecuación 1 los precios deberían estar dividiendo y no multiplicando. D. Sí, porque al solucionar las dos ecuaciones se obtiene un número entero, lo cual es consistente con las condiciones iniciales del problema."
simulacro-1,Matemáticas,MAT-math2026-main-23-23,math2026:main:23,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,23,B,official,Media,enhanced_guided,False,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p017.jpg,"17 Pregunta 23 Un cartabón es una plantilla que se utiliza en dibujo técnico y que tiene forma de triángulo rectángulo escaleno, de modo que su hipotenusa mide el doble del cateto de menor longitud. Si el cateto más largo de un cartabón mide 32 centímetros, como muestra la figura, ¿cuál de las siguientes medidas corresponde a su cateto menor? A. 16 cm. B. cm. C. 27 cm. D. cm. 32 √3 64 √3"
